"","GameNum","X","Season","Date","Div","Country","League","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HS","AS","HST","AST","HomeOverall","HomeGoalkeeper","HomeAttacking","HomeMidfield","HomeDefense","HomeBench","AwayOverall","AwayGoalkeeper","AwayAttacking","AwayMidfield","AwayDefense","AwayBench","GoalDiff","TotalGoals"
"1069",1069,1901,"2018/2019","2019-04-06 00:00:00","I2","Italy","Serie B","Cittadella","Livorno",4,0,"H",16,5,7,0,67.8181818181818,66,67.5,69,67.25,66,69.5454545454545,70,71.5,70.5,67.5,64.8571428571429,4,4
"6069",6069,7978,"2018/2019","2018-08-18 00:00:00","E1","England","Championship","West Brom","QPR",7,1,"H",15,6,9,2,74.9090909090909,75,76,74,75.25,70.7142857142857,71,65,70.5,72.5,71.25,68.5714285714286,6,8
"11363",11363,14357,"2017/2018","2017-10-14 00:00:00","I2","Italy","Serie B","Carpi","Cesena",2,1,"H",9,12,4,3,69.2727272727273,70,70.5,68.5,69.25,63.7142857142857,68.8181818181818,70,67.5,69.75,68.25,63.8571428571429,1,3
"9941",9941,12662,"2017/2018","2017-12-12 00:00:00","E0","England","Premier League","Crystal Palace","Watford",2,1,"H",14,7,4,2,77.7272727272727,74,77.5,78.75,77.75,74,77.9090909090909,82,77,78,77.25,75.8571428571429,1,3
"17950",17950,22316,"2016/2017","2016-10-02 00:00:00","SP2","Spain","La Liga Segunda Division","Oviedo","Numancia",2,2,"D",NA,NA,NA,NA,71.6363636363636,70,72.5,72.5,70.75,69,70.0909090909091,72,71,70,69.25,67.5714285714286,0,4
"14093",14093,17613,"2016/2017","2017-04-02 00:00:00","SP1","Spain","La Liga Primera Division","Valencia","La Coruna",3,0,"H",14,13,8,5,79.9090909090909,82,82,78.25,80,77,77.0909090909091,75,77.5,77.75,76.75,75.4285714285714,3,3
"13696",13696,17136,"2016/2017","2017-04-16 00:00:00","F1","France","Le Championnat","Marseille","St Etienne",4,0,"H",12,7,7,3,78.3636363636364,74,80,80.25,76.75,73.8571428571429,77.3636363636364,85,75,77,77,73.5714285714286,4,4
"15209",15209,19005,"2016/2017","2017-02-13 00:00:00","T1","Turkey","Futbol Ligi 1","Gaziantepspor","Adanaspor",1,0,"H",NA,NA,NA,NA,72.2727272727273,74,73,71.75,72,69.5714285714286,70.5454545454545,73,72,69.25,70.5,66.8571428571429,1,1
"12621",12621,15897,"2017/2018","2017-08-13 00:00:00","P1","Portugal","Liga I","Pacos Ferreira","Aves",2,2,"D",16,7,5,3,72.5454545454545,72,75,72.25,71.75,69.1428571428571,72.3636363636364,72,74,73,71,71,0,4
"8332",8332,10714,"2017/2018","2018-02-24 00:00:00","B1","Belgium","Jupiler League","Oostende","St Truiden",2,0,"H",6,12,4,4,72.3636363636364,71,71,72.75,73,70.2857142857143,68.7272727272727,68,67.5,69.25,69,66.5714285714286,2,2
"14895",14895,18635,"2016/2017","2017-02-25 00:00:00","T1","Turkey","Futbol Ligi 1","Akhisar Belediyespor","Antalyaspor",3,0,"H",NA,NA,NA,NA,71.5454545454545,69,70.5,72.25,72,69.1428571428571,73.0909090909091,68,77,73.75,71.75,69.4285714285714,3,3
"17865",17865,22205,"2016/2017","2016-10-15 00:00:00","E0","England","Premier League","Stoke","Sunderland",2,0,"H",18,11,6,1,79.6363636363636,82,79.5,80.5,78.25,76.2857142857143,76.9090909090909,76,78.5,77.5,75.75,75,2,2
"1392",1392,2322,"2018/2019","2019-03-17 00:00:00","P1","Portugal","Liga I","Moreirense","Benfica",0,4,"A",11,9,3,4,71.8181818181818,69,71.5,71.5,73,69.2857142857143,80.2727272727273,76,82.5,80,80.5,77.5714285714286,-4,4
"4121",4121,5612,"2018/2019","2018-11-18 00:00:00","SP2","Spain","La Liga Segunda Division","Albacete","Lugo",1,0,"H",12,11,3,2,69.9090909090909,69,70.5,68.5,71.25,67.2857142857143,70.6363636363636,71,71,71,70,67.2857142857143,1,1
"4273",4273,5808,"2018/2019","2018-11-09 00:00:00","F2","France","Division 2","Red Star","Beziers",0,3,"A",12,14,2,7,66.4545454545455,66,67.5,68.5,64,64.7142857142857,65,66,64,65.5,64.75,62.8571428571429,-3,3
"3079",3079,4371,"2018/2019","2019-01-02 00:00:00","E0","England","Premier League","Chelsea","Southampton",0,0,"D",17,6,6,2,84.6363636363636,83,87.5,84.75,83.5,80.7142857142857,77.7272727272727,77,77,78,78,75.2857142857143,0,0
"14878",14878,18608,"2016/2017","2017-02-26 00:00:00","I1","Italy","Serie A","Inter","Roma",1,3,"A",13,12,3,5,82.5454545454545,87,82.5,83.25,80.75,77.7142857142857,82.1818181818182,81,82,83,81.75,79,-2,4
"6237",6237,8199,"2018/2019","2018-08-11 00:00:00","E1","England","Championship","Middlesbrough","Birmingham",1,0,"H",10,11,2,4,73.2727272727273,73,74,73.25,73,70.7142857142857,70.5454545454545,69,70.5,70.5,71,68.1428571428571,1,1
"371",371,1065,"2018/2019","2019-05-04 00:00:00","E0","England","Premier League","Bournemouth","Tottenham",1,0,"H",20,11,6,5,77.4545454545455,79,78,77,77.25,74.2857142857143,85.7272727272727,88,88.5,84.75,84.75,80.8571428571429,1,1
"15068",15068,18836,"2016/2017","2017-02-18 00:00:00","E2","England","League 1","Rochdale","Charlton",3,3,"D",17,14,8,7,65.4545454545455,66,68,65.25,64.25,63,69.5454545454545,71,69,69.5,69.5,65.8571428571429,0,6
"1100",1100,1934,"2018/2019","2019-04-06 00:00:00","SC0","Scotland","Premier League","Celtic","Livingston",0,0,"D",18,3,11,1,75.2727272727273,74,75,76,75,72.5714285714286,63.6363636363636,62,64,63.5,64,61.5714285714286,0,0
"7791",7791,10062,"2017/2018","2018-03-17 00:00:00","E2","England","League 1","Northampton","Rotherham",0,3,"A",7,9,4,7,65.0909090909091,64,65,65.5,65,63.8571428571429,66,65,65.5,66.75,65.75,64.5714285714286,-3,3
"670",670,1410,"2018/2019","2019-04-22 00:00:00","D1","Germany","Bundesliga 1","Wolfsburg","Ein Frankfurt",1,1,"D",21,12,8,3,78.1818181818182,82,77.5,78.25,77.5,75,78,80,79.5,77.5,77.25,76.1428571428571,0,2
"7276",7276,9418,"2017/2018","2018-04-12 00:00:00","SP2","Spain","La Liga Segunda Division","Huesca","Albacete",0,0,"D",14,15,3,2,70.5454545454545,72,69,70.5,71,68,69,64,69.5,69.25,69.75,66.2857142857143,0,0
"8320",8320,10700,"2017/2018","2018-02-24 00:00:00","I1","Italy","Serie A","Inter","Benevento",2,0,"H",9,10,4,1,81.5454545454545,87,83.5,82,78.75,77.4285714285714,73,73,74.5,73.25,72,70.2857142857143,2,2
"16993",16993,21159,"2016/2017","2016-11-22 00:00:00","E3","England","League 2","Notts County","Cambridge",0,1,"A",9,10,3,3,65.0909090909091,65,67,65.75,63.5,62,63.4545454545455,60,64,63.75,63.75,61.1428571428571,-1,1
"5801",5801,7664,"2018/2019","2018-09-01 00:00:00","SC0","Scotland","Premier League","Dundee","Motherwell",1,3,"A",4,11,4,5,65.5454545454545,64,67.5,64.75,65.75,63.1428571428571,66.3636363636364,70,65,66.75,65.75,63.2857142857143,-2,4
"9312",9312,11871,"2017/2018","2018-01-13 00:00:00","P1","Portugal","Liga I","Pacos Ferreira","Maritimo",0,0,"D",9,3,1,2,72.5454545454545,72,75,72.25,71.75,69.1428571428571,71.0909090909091,75,72,69.25,71.5,69.2857142857143,0,0
"6989",6989,9068,"2017/2018","2018-04-21 00:00:00","D1","Germany","Bundesliga 1","Dortmund","Leverkusen",4,0,"H",17,10,9,2,83.4545454545455,84,87,81.75,83.25,79.7142857142857,79.6363636363636,85,78,81,77.75,76.7142857142857,4,4
"5590",5590,7386,"2018/2019","2018-09-15 00:00:00","I2","Italy","Serie B","Ascoli","Lecce",1,0,"H",9,9,2,3,68.3636363636364,66,70,68.75,67.75,66.2857142857143,68.7272727272727,67,69,67,70.75,66.8571428571429,1,1
"8932",8932,11428,"2017/2018","2018-01-30 00:00:00","E3","England","League 2","Yeovil","Grimsby",3,0,"H",14,3,4,1,62.5454545454545,60,62,63.75,62.25,57.7142857142857,63.0909090909091,55,61,63.75,65.5,60.4285714285714,3,3
"8047",8047,10390,"2017/2018","2018-03-06 00:00:00","E1","England","Championship","Birmingham","Middlesbrough",0,1,"A",9,8,2,3,72.3636363636364,74,70,73.75,71.75,70.8571428571429,73.4545454545455,73,73.5,74.5,72.5,71.2857142857143,-1,1
"13954",13954,17461,"2016/2017","2017-04-07 00:00:00","P1","Portugal","Liga I","Feirense","Sp Braga",0,1,"A",NA,NA,NA,NA,70.1818181818182,74,70.5,71.5,67.75,68.4285714285714,76.5454545454545,77,76.5,76.5,76.5,74.8571428571429,-1,1
"17079",17079,21262,"2016/2017","2016-11-19 00:00:00","T1","Turkey","Futbol Ligi 1","Gaziantepspor","Konyaspor",0,3,"A",NA,NA,NA,NA,72.2727272727273,74,73,71.75,72,69.5714285714286,72.5454545454545,74,72,73,72,68,-3,3
"13432",13432,16823,"2016/2017","2017-04-28 00:00:00","I1","Italy","Serie A","Atalanta","Juventus",2,2,"D",13,16,7,8,76,78,79.5,74.5,75.25,73.4285714285714,86,88,87.5,84.5,86.25,82,0,4
"8375",8375,10763,"2017/2018","2018-02-23 00:00:00","F2","France","Division 2","Auxerre","Valenciennes",2,0,"H",15,6,8,4,69.7272727272727,68,72,70.75,68,66.2857142857143,68.1818181818182,69,65.5,69,68.5,64.1428571428571,2,2
"7747",7747,10017,"2017/2018","2018-03-18 00:00:00","F1","France","Le Championnat","Marseille","Lyon",2,3,"A",10,11,5,6,80.3636363636364,82,80.5,80.75,79.5,74.7142857142857,78.6363636363636,83,80.5,77.5,77.75,74.5714285714286,-1,5
"1526",1526,2480,"2018/2019","2019-03-15 00:00:00","F2","France","Division 2","Red Star","Clermont",0,4,"A",12,15,7,7,66.4545454545455,66,67.5,68.5,64,64.7142857142857,68.1818181818182,66,69,69,67.5,65.2857142857143,-4,4
"5964",5964,7873,"2018/2019","2018-08-25 00:00:00","E1","England","Championship","Aston Villa","Reading",1,1,"D",21,10,8,7,73.4545454545455,72,74,75,72,71.7142857142857,70,70,71,68.25,71.25,67.8571428571429,0,2
"13956",13956,17463,"2016/2017","2017-04-07 00:00:00","D2","Germany","Bundesliga 2","Wurzburger Kickers","Hannover",0,0,"D",NA,NA,NA,NA,68.5454545454545,69,69,68.25,68.5,65.7142857142857,73,70,74,73.5,72.75,70.7142857142857,0,0
"5384",5384,7127,"2018/2019","2018-09-22 00:00:00","F2","France","Division 2","Paris FC","Metz",2,1,"H",7,16,3,4,67.0909090909091,69,68.5,66.25,66.75,64.5714285714286,71.4545454545455,71,72,71,71.75,68.4285714285714,1,3
"6265",6265,8235,"2018/2019","2018-08-10 00:00:00","F2","France","Division 2","Nancy","Lens",0,3,"A",7,6,3,4,68.1818181818182,69,68.5,67.5,68.5,66.8571428571429,69.8181818181818,74,70.5,70.25,68,66.8571428571429,-3,3
"13281",13281,16637,"2016/2017","2017-05-05 00:00:00","I2","Italy","Serie B","Perugia","Spezia",0,0,"D",NA,NA,NA,NA,68.8181818181818,70,66.5,70,68.5,64.8571428571429,70.0909090909091,71,72,70,69,66.7142857142857,0,0
"637",637,1366,"2018/2019","2019-04-22 00:00:00","E3","England","League 2","Forest Green","Cambridge",2,1,"H",12,6,4,3,64.0909090909091,61,64.5,64.25,64.5,61.7142857142857,62.1818181818182,65,62.5,63,60.5,59.2857142857143,1,3
"16175",16175,20185,"2016/2017","2016-12-27 00:00:00","B1","Belgium","Jupiler League","St Truiden","Standard",2,2,"D",NA,NA,NA,NA,70.2727272727273,70,69,70.5,70.75,67.2857142857143,73.3636363636364,73,74,74,72.5,71.4285714285714,0,4
"17715",17715,22033,"2016/2017","2016-10-18 00:00:00","E2","England","League 1","Chesterfield","Fleetwood Town",0,1,"A",13,11,4,5,65,67,66,63.75,65.25,62.2857142857143,65.4545454545455,64,62.5,67.75,65,62.2857142857143,-1,1
"11730",11730,14793,"2017/2018","2017-09-23 00:00:00","I2","Italy","Serie B","Virtus Entella","Carpi",0,0,"D",6,9,2,2,68.1818181818182,67,68,67.25,69.5,63.2857142857143,69.2727272727273,70,70.5,68.5,69.25,63.7142857142857,0,0
"6199",6199,8144,"2018/2019","2018-08-11 00:00:00","E3","England","League 2","Cambridge","Notts County",3,2,"H",12,16,5,5,62.1818181818182,65,62.5,63,60.5,59.2857142857143,64.5454545454545,61,64.5,65,65,62.7142857142857,1,5
"16082",16082,20069,"2016/2017","2017-01-02 00:00:00","E1","England","Championship","QPR","Ipswich",2,1,"H",8,11,4,4,72.3636363636364,71,71.5,73,72.5,69.1428571428571,71.5454545454545,72,70.5,71.75,71.75,68.4285714285714,1,3
"1386",1386,2316,"2018/2019","2019-03-18 00:00:00","D2","Germany","Bundesliga 2","Regensburg","Greuther Furth",0,2,"A",18,18,5,7,68.8181818181818,70,70.5,68,68.5,66.4285714285714,69.3636363636364,71,68,68.25,70.75,66,-2,2
"12896",12896,16237,"2016/2017","2017-05-27 00:00:00","SP2","Spain","La Liga Segunda Division","Almeria","Mirandes",2,0,"H",NA,NA,NA,NA,71.3636363636364,68,71,70.75,73,69,68.0909090909091,65,70,68.25,67.75,67.4285714285714,2,2
"9121",9121,11655,"2017/2018","2018-01-21 00:00:00","B1","Belgium","Jupiler League","Gent","Lokeren",3,0,"H",14,8,5,3,74.3636363636364,77,74.5,74.5,73.5,72.2857142857143,69.6363636363636,70,69,70,69.5,66.7142857142857,3,3
"6857",6857,8896,"2017/2018","2018-04-28 00:00:00","E1","England","Championship","Barnsley","Brentford",2,0,"H",12,12,4,2,68.0909090909091,68,68,68.75,67.5,64.1428571428571,71.6363636363636,71,71,72.5,71.25,68,2,2
"17722",17722,22040,"2016/2017","2016-10-18 00:00:00","E2","England","League 1","Shrewsbury","Sheffield United",0,3,"A",8,18,4,12,64.0909090909091,67,62.5,64.25,64,62,67,65,67.5,67.25,67,65.1428571428571,-3,3
"17017",17017,21183,"2016/2017","2016-11-20 00:00:00","I1","Italy","Serie A","Sampdoria","Sassuolo",3,2,"H",22,11,8,5,76.2727272727273,82,77.5,76.5,74,73.8571428571429,77.5454545454545,82,79,76.5,76.75,74.4285714285714,1,5
"2076",2076,3163,"2018/2019","2019-02-22 00:00:00","I1","Italy","Serie A","Milan","Empoli",3,0,"H",10,4,7,1,82,83,85.5,81.5,80.5,78.7142857142857,73.7272727272727,71,75,73.25,74.25,71.1428571428571,3,3
"19054",19054,23642,"2016/2017","2016-08-20 00:00:00","SC0","Scotland","Premier League","St Johnstone","Celtic",2,4,"A",7,19,5,5,66.7272727272727,67,65.5,67.25,66.75,62.8571428571429,74,73,73.5,73.75,74.75,70.5714285714286,-2,6
"8550",8550,10986,"2017/2018","2018-02-13 00:00:00","E3","England","League 2","Notts County","Carlisle",2,1,"H",8,18,4,4,65.3636363636364,65,64.5,66.25,65,62.4285714285714,63.0909090909091,58,61,64.25,64.25,60.2857142857143,1,3
"15305",15305,19119,"2016/2017","2017-02-11 00:00:00","E2","England","League 1","Millwall","Southend",1,0,"H",8,3,5,0,66.6363636363636,65,67,66.5,67,63,65.5454545454545,62,67,64.75,66.5,64,1,1
"13806",13806,17273,"2016/2017","2017-04-14 00:00:00","E2","England","League 1","Gillingham","Bristol Rvs",3,1,"H",12,15,6,4,64.2727272727273,62,63.5,65.25,64.25,60.7142857142857,64.5454545454545,60,63.5,64.75,66,62,2,4
"10468",10468,13294,"2017/2018","2017-11-21 00:00:00","E2","England","League 1","Oldham","AFC Wimbledon",0,0,"D",16,2,4,0,65.7272727272727,66,65,66.75,65,63.2857142857143,65.4545454545455,66,65.5,65.5,65.25,62.5714285714286,0,0
"2386",2386,3541,"2018/2019","2019-02-09 00:00:00","E2","England","League 1","Oxford","Sunderland",1,1,"D",12,5,4,2,66.6363636363636,67,66,68.5,65,64,69,71,67,69.75,68.75,66.5714285714286,0,2
"7847",7847,10140,"2017/2018","2018-03-16 00:00:00","F2","France","Division 2","Clermont","Nancy",2,0,"H",18,8,7,7,66,69,64,66.5,65.75,63.4285714285714,71.2727272727273,74,70.5,71.75,70.5,68.7142857142857,2,2
"1229",1229,2093,"2018/2019","2019-03-31 00:00:00","SP1","Spain","La Liga Primera Division","Real Madrid","Huesca",3,2,"H",16,16,8,3,87.6363636363636,89,88,87.5,87.25,83.2857142857143,73.4545454545455,70,73.5,74,73.75,71,1,5
"17966",17966,22333,"2016/2017","2016-10-02 00:00:00","N1","Netherlands","Eredivisie","Sparta Rotterdam","AZ Alkmaar",1,1,"D",NA,NA,NA,NA,67.4545454545455,68,70,66.5,67,65.2857142857143,73.9090909090909,78,73,72.5,74.75,70.4285714285714,0,2
"3120",3120,4419,"2018/2019","2019-01-01 00:00:00","E2","England","League 1","Southend","Gillingham",2,0,"H",13,12,8,5,66.1818181818182,66,65,67,66,63.4285714285714,63.9090909090909,64,65,63,64.25,60.7142857142857,2,2
"7013",7013,9105,"2017/2018","2018-04-21 00:00:00","E2","England","League 1","Gillingham","Blackpool",0,3,"A",7,11,0,4,63.2727272727273,60,62.5,64,63.75,60.4285714285714,63.9090909090909,65,63,65,63,61.2857142857143,-3,3
"4651",4651,6272,"2018/2019","2018-10-24 00:00:00","E1","England","Championship","Leeds","Ipswich",2,0,"H",18,3,5,2,73.5454545454545,68,74,73.75,74.5,70.7142857142857,69.0909090909091,72,68,69,69,67.2857142857143,2,2
"2301",2301,3431,"2018/2019","2019-02-10 00:00:00","SP1","Spain","La Liga Primera Division","Sevilla","Eibar",2,2,"D",13,8,4,4,80.8181818181818,80,81,82.75,79,78.4285714285714,78.1818181818182,79,79.5,78.25,77.25,75.5714285714286,0,4
"17831",17831,22159,"2016/2017","2016-10-15 00:00:00","E3","England","League 2","Cheltenham","Crawley Town",2,1,"H",8,6,3,3,61,66,61,62,58.75,57.7142857142857,63.8181818181818,61,65,65,62.75,60.4285714285714,1,3
"5355",5355,7094,"2018/2019","2018-09-22 00:00:00","E3","England","League 2","Bury","Carlisle",0,1,"A",13,6,1,1,64.7272727272727,62,66.5,64.25,65,62.2857142857143,62.4545454545455,62,58.5,62.5,64.5,59.2857142857143,-1,1
"1788",1788,2803,"2018/2019","2019-03-03 00:00:00","SP2","Spain","La Liga Segunda Division","Numancia","Sp Gijon",1,2,"A",12,7,3,4,70.4545454545455,68,69.5,70.75,71.25,68.4285714285714,73.2727272727273,76,72,73.75,72.75,69.5714285714286,-1,3
"15429",15429,19254,"2016/2017","2017-02-05 00:00:00","D2","Germany","Bundesliga 2","Bochum","Karlsruhe",1,1,"D",NA,NA,NA,NA,70.8181818181818,72,69,70.25,72,67.1428571428571,69.4545454545455,69,69.5,70.75,68.25,66.8571428571429,0,2
"9733",9733,12435,"2017/2018","2017-12-20 00:00:00","F1","France","Le Championnat","Lille","Nice",1,1,"D",5,8,1,3,74.5454545454545,80,75,73.5,74,69.8571428571429,78.8181818181818,79,77,81,77.5,76,0,2
"1261",1261,2131,"2018/2019","2019-03-30 00:00:00","I2","Italy","Serie B","Ascoli","Benevento",2,2,"D",6,7,2,3,68.3636363636364,66,70,68.75,67.75,66.2857142857143,71.4545454545455,72,71.5,70.25,72.5,69.2857142857143,0,4
"18466",18466,22922,"2016/2017","2016-09-17 00:00:00","E1","England","Championship","Burton","Brighton",0,1,"A",9,19,3,7,68,66,67,68.25,68.75,66.5714285714286,73.6363636363636,73,73,74,73.75,71.4285714285714,-1,1
"11181",11181,14145,"2017/2018","2017-10-21 00:00:00","T1","Turkey","Futbol Ligi 1","Akhisar Belediyespor","Genclerbirligi",3,3,"D",6,5,4,5,71.1818181818182,69,70,71.75,71.75,68.8571428571429,70.7272727272727,74,69.5,69.75,71.5,67.8571428571429,0,6
"3327",3327,4672,"2018/2019","2018-12-22 00:00:00","E1","England","Championship","Nott'm Forest","QPR",0,1,"A",12,7,2,2,72.8181818181818,71,75.5,73.5,71.25,71.7142857142857,71,65,70.5,72.5,71.25,68.5714285714286,-1,1
"7840",7840,10133,"2017/2018","2018-03-16 00:00:00","F2","France","Division 2","Chateauroux","Le Havre",2,1,"H",12,11,4,3,67.2727272727273,69,69.5,66.5,66.5,63.4285714285714,66.7272727272727,66,64,69.25,65.75,64.5714285714286,1,3
"18348",18348,22784,"2016/2017","2016-09-20 00:00:00","F2","France","Division 2","Lens","Orleans",4,2,"H",NA,NA,NA,NA,69.2727272727273,75,70.5,68.25,68.25,66,67.0909090909091,67,68.5,64,69.5,62.8571428571429,2,6
"11859",11859,14946,"2017/2018","2017-09-19 00:00:00","F2","France","Division 2","Paris FC","Orleans",1,0,"H",17,1,5,0,65.6363636363636,66,66,66.75,64.25,63.4285714285714,67.1818181818182,67,70,67,66,64.2857142857143,1,1
"702",702,1447,"2018/2019","2019-04-21 00:00:00","SP1","Spain","La Liga Primera Division","Villarreal","Leganes",2,1,"H",11,6,5,2,81,84,82,81,79.75,77.5714285714286,75.3636363636364,76,75.5,76.25,74.25,74.5714285714286,1,3
"15624",15624,19483,"2016/2017","2017-01-29 00:00:00","T1","Turkey","Futbol Ligi 1","Genclerbirligi","Osmanlispor",1,1,"D",NA,NA,NA,NA,71.3636363636364,74,68.5,72,71.5,67.2857142857143,74.5454545454545,77,74,75.75,73,72.4285714285714,0,2
"13039",13039,16380,"2016/2017","2017-05-14 00:00:00","E0","England","Premier League","West Ham","Liverpool",0,4,"A",10,26,3,11,79.4545454545455,80,79,78.75,80.25,76.5714285714286,82.4545454545455,82,84.5,82.25,81.75,79.1428571428571,-4,4
"9036",9036,11563,"2017/2018","2018-01-27 00:00:00","D1","Germany","Bundesliga 1","Stuttgart","Schalke 04",0,2,"A",11,18,2,7,75.4545454545455,79,76,75.25,74.5,71.1428571428571,79.8181818181818,84,78.5,80.25,79,75,-2,2
"6451",6451,8460,"2017/2018","2018-05-13 00:00:00","E0","England","Premier League","Huddersfield","Arsenal",0,1,"A",18,9,3,4,74.0909090909091,75,75,74.25,73.25,71,84.0909090909091,86,86.5,84,82.5,80.2857142857143,-1,1
"8806",8806,11282,"2017/2018","2018-02-03 00:00:00","E0","England","Premier League","Leicester","Swansea",1,1,"D",13,3,5,1,79.2727272727273,83,81.5,79.75,76.75,75.2857142857143,77.1818181818182,80,77,78,75.75,74,0,2
"16328",16328,20365,"2016/2017","2016-12-18 00:00:00","E1","England","Championship","QPR","Aston Villa",0,1,"A",9,18,0,7,72.3636363636364,71,71.5,73,72.5,69.1428571428571,74.2727272727273,72,74.5,74.25,74.75,72.2857142857143,-1,1
"18784",18784,23325,"2016/2017","2016-08-28 00:00:00","T1","Turkey","Futbol Ligi 1","Bursaspor","Buyuksehyr",0,2,"A",NA,NA,NA,NA,73.7272727272727,76,73.5,74.75,72.25,70.7142857142857,75.7272727272727,79,74.5,76.75,74.5,72.5714285714286,-2,2
"7242",7242,9381,"2017/2018","2018-04-14 00:00:00","SP1","Spain","La Liga Primera Division","Ath Bilbao","La Coruna",2,3,"A",13,5,4,3,81,80,82.5,81,80.5,76,78.0909090909091,76,80,78.25,77.5,74.8571428571429,-1,5
"13568",13568,16984,"2016/2017","2017-04-22 00:00:00","E2","England","League 1","Chesterfield","Charlton",1,2,"A",14,12,7,5,65,67,66,63.75,65.25,62.2857142857143,69.5454545454545,71,69,69.5,69.5,65.8571428571429,-1,3
"9069",9069,11600,"2017/2018","2018-01-26 00:00:00","N1","Netherlands","Eredivisie","Heerenveen","Sparta Rotterdam",2,1,"H",13,15,7,4,71.7272727272727,74,73.5,72.75,69.25,69.4285714285714,67.5454545454545,70,68.5,67.25,66.75,66.4285714285714,1,3
"12",12,689,"2018/2019","2019-06-04 00:00:00","SP2","Spain","La Liga Segunda Division","Zaragoza","Numancia",0,0,"D",13,6,4,1,70.9090909090909,73,72,70.5,70.25,69,70.4545454545455,68,69.5,70.75,71.25,68.4285714285714,0,0
"4087",4087,5574,"2018/2019","2018-11-24 00:00:00","E0","England","Premier League","West Ham","Man City",0,4,"A",9,9,1,6,79.8181818181818,81,81.5,80.75,77.75,77.1428571428571,86.3636363636364,86,87.5,87.75,84.5,83.4285714285714,-4,4
"15397",15397,19222,"2016/2017","2017-02-06 00:00:00","F2","France","Division 2","Red Star","Ajaccio",2,0,"H",NA,NA,NA,NA,67.9090909090909,68,68.5,67.25,68.25,66,67.3636363636364,66,68.5,68,66.5,63.1428571428571,2,2
"7004",7004,9096,"2017/2018","2018-04-21 00:00:00","P1","Portugal","Liga I","Pacos Ferreira","Belenenses",1,1,"D",10,7,4,3,72.5454545454545,72,75,72.25,71.75,69.1428571428571,72.1818181818182,73,73,72.25,71.5,68.8571428571429,0,2
"4302",4302,5838,"2018/2019","2018-11-05 00:00:00","SP1","Spain","La Liga Primera Division","Espanol","Ath Bilbao",1,0,"H",8,10,3,2,77.3636363636364,80,77.5,77.75,76.25,75.2857142857143,79.5454545454545,77,81.5,80.5,78.25,76.2857142857143,1,1
"18401",18401,22838,"2016/2017","2016-09-18 00:00:00","SP1","Spain","La Liga Primera Division","Villarreal","Sociedad",2,1,"H",9,15,4,2,81.5454545454545,84,80.5,81.75,81.25,77.5714285714286,79,83,80.5,78.75,77.5,75.7142857142857,1,3
"9933",9933,12654,"2017/2018","2017-12-13 00:00:00","N1","Netherlands","Eredivisie","VVV Venlo","Utrecht",0,1,"A",14,17,2,4,67.5454545454545,71,68.5,67.5,66.25,65.2857142857143,72.9090909090909,75,73.5,73.75,71.25,70,-1,1
"16979",16979,21144,"2016/2017","2016-11-22 00:00:00","E3","England","League 2","Grimsby","Carlisle",2,2,"D",12,11,5,2,62.1818181818182,58,61,62,64,59.5714285714286,63.6363636363636,61,63.5,65,63,62.2857142857143,0,4
"11713",11713,14771,"2017/2018","2017-09-23 00:00:00","N1","Netherlands","Eredivisie","Heracles","Roda",2,1,"H",23,7,5,3,69.7272727272727,74,71.5,69,68.5,67.7142857142857,68,70,68,68.25,67.25,65.7142857142857,1,3
"15937",15937,19862,"2016/2017","2017-01-14 00:00:00","T1","Turkey","Futbol Ligi 1","Karabukspor","Akhisar Belediyespor",1,0,"H",NA,NA,NA,NA,71.4545454545455,71,71.5,72.5,70.5,67.7142857142857,71.5454545454545,69,70.5,72.25,72,69.1428571428571,1,1
"17819",17819,22142,"2016/2017","2016-10-15 00:00:00","N1","Netherlands","Eredivisie","Utrecht","Go Ahead Eagles",3,0,"H",NA,NA,NA,NA,72.3636363636364,74,73,73.25,70.75,68.7142857142857,67.0909090909091,66,69,66.25,67.25,65.1428571428571,3,3
"3877",3877,5317,"2018/2019","2018-12-01 00:00:00","B1","Belgium","Jupiler League","Antwerp","St Truiden",1,3,"A",9,10,4,4,72.8181818181818,74,74.5,72.75,71.75,70.2857142857143,70.5454545454545,70,71,71.25,69.75,68.4285714285714,-2,4
"4447",4447,6017,"2018/2019","2018-11-02 00:00:00","F1","France","Le Championnat","Paris SG","Lille",2,1,"H",19,6,5,2,85.7272727272727,88,90.5,85.5,83,80.4285714285714,73.9090909090909,75,72.5,75.25,73,69.7142857142857,1,3
"29",29,706,"2018/2019","2019-05-26 00:00:00","T1","Turkey","Futbol Ligi 1","Fenerbahce","Antalyaspor",3,1,"H",17,16,6,3,76.5454545454545,76,76,77.25,76.25,74.4285714285714,72.2727272727273,70,73.5,74.25,70.25,68.5714285714286,2,4
"9258",9258,11812,"2017/2018","2018-01-19 00:00:00","F2","France","Division 2","Quevilly Rouen","Ajaccio GFCO",0,2,"A",12,7,6,4,64.2727272727273,66,67,64,62.75,61.5714285714286,68.5454545454545,73,67,68.5,68.25,62.2857142857143,-2,2
"13286",13286,16642,"2016/2017","2017-05-05 00:00:00","D2","Germany","Bundesliga 2","Dresden","Munich 1860",1,2,"A",NA,NA,NA,NA,68.4545454545455,69,69,68.25,68.25,66.8571428571429,71.6363636363636,69,72.5,72.25,71.25,69,-1,3
