"","GameNum","X","Season","Date","Div","Country","League","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HS","AS","HST","AST","HomeOverall","HomeGoalkeeper","HomeAttacking","HomeMidfield","HomeDefense","HomeBench","AwayOverall","AwayGoalkeeper","AwayAttacking","AwayMidfield","AwayDefense","AwayBench","GoalDiff","TotalGoals"
"3778",3778,5203,"2018/2019","2018-12-04 00:00:00","F1","France","Le Championnat","Montpellier","Lille",0,1,"A",16,13,4,6,76.6363636363636,81,76,75.5,77,71.5714285714286,73.9090909090909,75,72.5,75.25,73,69.7142857142857,-1,1
"10535",10535,13370,"2017/2018","2017-11-18 00:00:00","E3","England","League 2","Colchester","Morecambe",0,0,"D",11,6,2,2,64.4545454545455,64,64,64.75,64.5,61.4285714285714,61.8181818181818,64,61,63.25,60.25,58.8571428571429,0,0
"1398",1398,2328,"2018/2019","2019-03-17 00:00:00","SP2","Spain","La Liga Segunda Division","Osasuna","Rayo Majadahonda",3,0,"H",12,8,6,2,71.3636363636364,71,72,72.75,69.75,69.5714285714286,68.6363636363636,66,68,68.25,70,65.8571428571429,3,3
"8886",8886,11379,"2017/2018","2018-02-03 00:00:00","E3","England","League 2","Chesterfield","Crawley Town",1,2,"A",15,15,3,4,63.3636363636364,63,64.5,62.75,63.5,61.4285714285714,63.4545454545455,61,62.5,64.25,63.75,59.8571428571429,-1,3
"801",801,1564,"2018/2019","2019-04-19 00:00:00","F2","France","Division 2","Chateauroux","Niort",2,1,"H",10,5,4,3,65.7272727272727,68,68,64,65.75,62,66.7272727272727,69,67.5,66,66.5,63.7142857142857,1,3
"2138",2138,3237,"2018/2019","2019-02-17 00:00:00","SP2","Spain","La Liga Segunda Division","Rayo Majadahonda","Malaga",0,1,"A",10,11,4,4,68.6363636363636,66,68,68.25,70,65.8571428571429,73.2727272727273,72,72,74,73.5,71.1428571428571,-1,1
"17978",17978,22346,"2016/2017","2016-10-02 00:00:00","T1","Turkey","Futbol Ligi 1","Galatasaray","Antalyaspor",3,1,"H",NA,NA,NA,NA,78.3636363636364,82,78.5,79.75,76,74.4285714285714,73.0909090909091,68,77,73.75,71.75,69.4285714285714,2,4
"4192",4192,5708,"2018/2019","2018-11-11 00:00:00","T1","Turkey","Futbol Ligi 1","Besiktas","Sivasspor",1,2,"A",9,10,2,3,80.0909090909091,79,78.5,80.25,81,75.8571428571429,72,69,73,72.5,71.75,68.8571428571429,-1,3
"19217",19217,23851,"2016/2017","2016-08-12 00:00:00","F2","France","Division 2","Orleans","Ajaccio",2,0,"H",NA,NA,NA,NA,67.0909090909091,67,68.5,64,69.5,62.8571428571429,67.3636363636364,66,68.5,68,66.5,63.1428571428571,2,2
"19304",19304,23977,"2016/2017","2016-07-30 00:00:00","B1","Belgium","Jupiler League","Waregem","Eupen",3,0,"H",NA,NA,NA,NA,72.0909090909091,71,72.5,73,71.25,68.5714285714286,67.8181818181818,67,68,70,65.75,65.2857142857143,3,3
"17548",17548,21838,"2016/2017","2016-10-24 00:00:00","P1","Portugal","Liga I","Sp Braga","Chaves",1,0,"H",NA,NA,NA,NA,76.5454545454545,77,76.5,76.5,76.5,74.8571428571429,71.5454545454545,74,71.5,70.5,72,68.5714285714286,1,1
"3725",3725,5150,"2018/2019","2018-12-08 00:00:00","E1","England","Championship","Millwall","Hull",2,2,"D",16,7,4,2,70.3636363636364,70,69.5,70.5,70.75,68.2857142857143,70.7272727272727,71,71,71.5,69.75,68.2857142857143,0,4
"14355",14355,17972,"2016/2017","2017-03-18 00:00:00","SP2","Spain","La Liga Segunda Division","Huesca","Mallorca",2,1,"H",NA,NA,NA,NA,70.3636363636364,70,70,71.75,69.25,68.8571428571429,69.7272727272727,67,69,70.75,69.75,67.7142857142857,1,3
"11712",11712,14770,"2017/2018","2017-09-23 00:00:00","P1","Portugal","Liga I","Benfica","Pacos Ferreira",2,0,"H",17,3,9,2,80.0909090909091,80,80.5,80.5,79.5,77.4285714285714,72.5454545454545,72,75,72.25,71.75,69.1428571428571,2,2
"11161",11161,14117,"2017/2018","2017-10-21 00:00:00","E1","England","Championship","Millwall","Birmingham",2,0,"H",14,16,3,4,67.8181818181818,67,68,67.5,68.25,65.1428571428571,72.3636363636364,74,70,73.75,71.75,70.8571428571429,2,2
"2460",2460,3617,"2018/2019","2019-02-03 00:00:00","N1","Netherlands","Eredivisie","PSV Eindhoven","For Sittard",5,0,"H",20,7,11,0,77.4545454545455,80,80.5,76.5,76.25,74.4285714285714,68.0909090909091,67,70,69.25,66.25,66.8571428571429,5,5
"1103",1103,1937,"2018/2019","2019-04-06 00:00:00","E0","England","Premier League","Huddersfield","Leicester",1,4,"A",10,18,4,9,75.3636363636364,76,75,73.75,77,72.7142857142857,79.4545454545455,84,79.5,78.75,79,75.2857142857143,-3,5
"17896",17896,22236,"2016/2017","2016-10-09 00:00:00","SP2","Spain","La Liga Segunda Division","Mallorca","Huesca",3,0,"H",NA,NA,NA,NA,69.7272727272727,67,69,70.75,69.75,67.7142857142857,70.3636363636364,70,70,71.75,69.25,68.8571428571429,3,3
"13214",13214,16555,"2016/2017","2017-05-07 00:00:00","E1","England","Championship","Burton","Reading",2,4,"A",16,14,7,10,68,66,67,68.25,68.75,66.5714285714286,71.8181818181818,71,72,70.75,73,69.1428571428571,-2,6
"5076",5076,6764,"2018/2019","2018-10-01 00:00:00","E0","England","Premier League","Bournemouth","Crystal Palace",2,1,"H",11,10,5,2,77.4545454545455,79,78,77,77.25,74.2857142857143,77.8181818181818,80,79,77.5,77,74.1428571428571,1,3
"1881",1881,2923,"2018/2019","2019-03-01 00:00:00","F2","France","Division 2","Chateauroux","Brest",2,2,"D",12,9,6,4,65.7272727272727,68,68,64,65.75,62,69.4545454545455,69,70.5,69.25,69.25,65.8571428571429,0,4
"9912",9912,12633,"2017/2018","2017-12-15 00:00:00","F2","France","Division 2","Quevilly Rouen","Brest",1,4,"A",10,13,5,10,64.2727272727273,66,67,64,62.75,61.5714285714286,68.9090909090909,66,68,69.25,69.75,66.5714285714286,-3,5
"10811",10811,13707,"2017/2018","2017-11-03 00:00:00","F2","France","Division 2","Auxerre","Ajaccio GFCO",0,1,"A",9,9,2,4,69.7272727272727,68,72,70.75,68,66.2857142857143,68.5454545454545,73,67,68.5,68.25,62.2857142857143,-1,1
"4485",4485,6070,"2018/2019","2018-10-30 00:00:00","I2","Italy","Serie B","Carpi","Palermo",0,3,"A",8,22,0,5,69.6363636363636,71,71.5,70,68,65,72.3636363636364,71,73,72.5,72.25,69,-3,3
"14077",14077,17597,"2016/2017","2017-04-02 00:00:00","E0","England","Premier League","Arsenal","Man City",2,2,"D",8,14,3,5,84.5454545454545,88,85.5,85,82.75,80,84.5454545454545,83,86,86,82.75,80.2857142857143,0,4
"202",202,879,"2018/2019","2019-05-12 00:00:00","D2","Germany","Bundesliga 2","Duisburg","Heidenheim",3,4,"A",21,22,9,8,69.5454545454545,67,69,70.5,69.5,68.1428571428571,69.8181818181818,71,68.5,70.75,69.25,67.1428571428571,-1,7
"7643",7643,9871,"2017/2018","2018-03-30 00:00:00","E1","England","Championship","Millwall","Nott'm Forest",2,0,"H",11,18,5,3,67.8181818181818,67,68,67.5,68.25,65.1428571428571,70.7272727272727,70,71,71.75,69.75,69.1428571428571,2,2
"16316",16316,20353,"2016/2017","2016-12-18 00:00:00","SP2","Spain","La Liga Segunda Division","Mirandes","Almeria",2,1,"H",NA,NA,NA,NA,68.0909090909091,65,70,68.25,67.75,67.4285714285714,71.3636363636364,68,71,70.75,73,69,1,3
"8092",8092,10442,"2017/2018","2018-03-04 00:00:00","D2","Germany","Bundesliga 2","Heidenheim","Bielefeld",2,2,"D",11,13,4,6,69.7272727272727,69,71,69.5,69.5,66.5714285714286,69.5454545454545,68,70.5,69,70,66.5714285714286,0,4
"14124",14124,17676,"2016/2017","2017-04-01 00:00:00","E2","England","League 1","Bristol Rvs","Shrewsbury",2,0,"H",18,7,9,2,64.5454545454545,60,63.5,64.75,66,62,64.0909090909091,67,62.5,64.25,64,62,2,2
"8245",8245,10606,"2017/2018","2018-02-25 00:00:00","N1","Netherlands","Eredivisie","Ajax","Den Haag",0,0,"D",28,4,9,1,77.0909090909091,78,77,78,76,75.2857142857143,69.4545454545455,68,68.5,72,67.75,66.1428571428571,0,0
"8601",8601,11044,"2017/2018","2018-02-11 00:00:00","B1","Belgium","Jupiler League","Charleroi","Lokeren",1,1,"D",14,5,8,2,70.3636363636364,73,70,70.5,69.75,67.8571428571429,69.6363636363636,70,69,70,69.5,66.7142857142857,0,2
"14001",14001,17516,"2016/2017","2017-04-05 00:00:00","SC0","Scotland","Premier League","Celtic","Partick",1,1,"D",16,6,5,2,74,73,73.5,73.75,74.75,70.5714285714286,65.4545454545455,66,65,66.5,64.5,62.8571428571429,0,2
"14721",14721,18410,"2016/2017","2017-03-04 00:00:00","D1","Germany","Bundesliga 1","Werder Bremen","Darmstadt",2,0,"H",9,15,4,3,76.9090909090909,76,79,77.25,75.75,74,73.0909090909091,72,71.5,74,73.25,70.1428571428571,2,2
"18172",18172,22578,"2016/2017","2016-09-25 00:00:00","SC0","Scotland","Premier League","Aberdeen","Rangers",2,1,"H",10,11,4,3,68.6363636363636,69,66,71,67.5,64.2857142857143,69.9090909090909,71,70,69.5,70,67.5714285714286,1,3
"11566",11566,14617,"2017/2018","2017-09-30 00:00:00","I2","Italy","Serie B","Pro Vercelli","Cesena",5,2,"H",15,9,10,4,65.7272727272727,61,66,66.5,66,61.1428571428571,68.8181818181818,70,67.5,69.75,68.25,63.8571428571429,3,7
"11755",11755,14830,"2017/2018","2017-09-23 00:00:00","E0","England","Premier League","Stoke","Chelsea",0,4,"A",13,7,2,4,78.5454545454545,81,79.5,77.25,78.75,75.1428571428571,85.5454545454545,89,88,84.75,84.25,81.1428571428571,-4,4
"1482",1482,2422,"2018/2019","2019-03-16 00:00:00","I2","Italy","Serie B","Padova","Perugia",0,1,"A",15,11,1,4,67.2727272727273,65,67,68,67.25,66.2857142857143,69.9090909090909,74,70,69.25,69.5,65.1428571428571,-1,1
"1605",1605,2574,"2018/2019","2019-03-10 00:00:00","B1","Belgium","Jupiler League","Antwerp","Charleroi",1,2,"A",9,6,3,3,72.8181818181818,74,74.5,72.75,71.75,70.2857142857143,71.7272727272727,73,72.5,71.5,71.25,69.8571428571429,-1,3
"9766",9766,12473,"2017/2018","2017-12-17 00:00:00","F1","France","Le Championnat","Nice","Bordeaux",1,0,"H",11,10,3,1,78.8181818181818,79,77,81,77.5,76,76.2727272727273,82,74,78.25,74,73.5714285714286,1,1
"511",511,1212,"2018/2019","2019-04-27 00:00:00","E2","England","League 1","Rochdale","Southend",1,0,"H",11,3,4,2,65.6363636363636,64,65.5,67,64.75,63.4285714285714,66.1818181818182,66,65,67,66,63.4285714285714,1,1
"2602",2602,3784,"2018/2019","2019-01-30 00:00:00","D2","Germany","Bundesliga 2","Hamburg","Sandhausen",2,1,"H",16,5,7,3,74,72,72,74.25,75.25,69.8571428571429,70.0909090909091,70,69.5,69.25,71.25,68.2857142857143,1,3
"15407",15407,19232,"2016/2017","2017-02-05 00:00:00","N1","Netherlands","Eredivisie","Roda","Ajax",0,2,"A",NA,NA,NA,NA,69.2727272727273,75,68,69,68.75,66.8571428571429,76.9090909090909,76,76,78,76.5,72.2857142857143,-2,2
"11924",11924,15016,"2017/2018","2017-09-16 00:00:00","E2","England","League 1","Oldham","Shrewsbury",1,2,"A",18,11,3,4,65.7272727272727,66,65,66.75,65,63.2857142857143,63.9090909090909,63,63.5,64.5,63.75,62.1428571428571,-1,3
"6859",6859,8901,"2017/2018","2018-04-28 00:00:00","E2","England","League 1","Oxford","Rochdale",2,1,"H",11,9,6,2,68.8181818181818,66,66.5,69,70.5,64.7142857142857,65.6363636363636,65,66.5,66,65,62.7142857142857,1,3
"13922",13922,17425,"2016/2017","2017-04-08 00:00:00","E1","England","Championship","Birmingham","Derby",1,2,"A",22,12,3,5,72,73,71,73,71.25,68.7142857142857,72.6363636363636,73,73,72.5,72.5,70.1428571428571,-1,3
"290",290,967,"2018/2019","2019-05-06 00:00:00","T1","Turkey","Futbol Ligi 1","Alanyaspor","Konyaspor",2,4,"A",18,8,7,4,73.1818181818182,69,75,73.75,72.75,69.7142857142857,73.3636363636364,74,74.5,73.5,72.5,69.4285714285714,-2,6
"16876",16876,21015,"2016/2017","2016-11-26 00:00:00","SP2","Spain","La Liga Segunda Division","Alcorcon","Oviedo",5,1,"H",NA,NA,NA,NA,70.4545454545455,72,70.5,69.75,70.75,68,71.6363636363636,70,72.5,72.5,70.75,69,4,6
"16383",16383,20451,"2016/2017","2016-12-17 00:00:00","E3","England","League 2","Barnet","Stevenage",1,2,"A",13,11,4,3,61.5454545454545,61,61,61.5,62,58.4285714285714,62.9090909090909,62,61.5,63.25,63.5,59.4285714285714,-1,3
"6655",6655,8668,"2017/2018","2018-05-05 00:00:00","E0","England","Premier League","Leicester","West Ham",0,2,"A",13,13,2,3,79.2727272727273,83,81.5,79.75,76.75,75.2857142857143,79.6363636363636,82,82,78.25,79.25,76.7142857142857,-2,2
"10455",10455,13276,"2017/2018","2017-11-21 00:00:00","E1","England","Championship","Nott'm Forest","Norwich",1,0,"H",11,14,6,2,70.7272727272727,70,71,71.75,69.75,69.1428571428571,72.7272727272727,68,73,73.5,73,69.8571428571429,1,1
"498",498,1198,"2018/2019","2019-04-28 00:00:00","P1","Portugal","Liga I","Boavista","Moreirense",3,1,"H",8,7,4,4,71.9090909090909,73,70.5,73.5,70.75,68.4285714285714,71.8181818181818,69,71.5,71.5,73,69.2857142857143,2,4
"13998",13998,17513,"2016/2017","2017-04-05 00:00:00","SP1","Spain","La Liga Primera Division","La Coruna","Granada",0,0,"D",12,10,3,2,77.0909090909091,75,77.5,77.75,76.75,75.4285714285714,75.2727272727273,79,75.5,75.25,74.25,72,0,0
"7263",7263,9404,"2017/2018","2018-04-13 00:00:00","F1","France","Le Championnat","Angers","Nice",1,1,"D",12,15,3,7,75.5454545454545,76,74,76.25,75.5,71.2857142857143,78.8181818181818,79,77,81,77.5,76,0,2
"18686",18686,23187,"2016/2017","2016-09-10 00:00:00","I1","Italy","Serie A","Juventus","Sassuolo",3,1,"H",23,9,10,3,86,88,87.5,84.5,86.25,82,77.5454545454545,82,79,76.5,76.75,74.4285714285714,2,4
"15990",15990,19929,"2016/2017","2017-01-13 00:00:00","F2","France","Division 2","Orleans","Brest",0,1,"A",NA,NA,NA,NA,67.0909090909091,67,68.5,64,69.5,62.8571428571429,69,69,69,68.75,69.25,66.5714285714286,-1,1
"15113",15113,18895,"2016/2017","2017-02-18 00:00:00","F1","France","Le Championnat","Lorient","Nice",0,1,"A",16,5,5,4,74.3636363636364,79,75.5,74,73,72.5714285714286,78.8181818181818,77,80.5,78.5,78.75,74.7142857142857,-1,1
"337",337,1021,"2018/2019","2019-05-05 00:00:00","SP1","Spain","La Liga Primera Division","Getafe","Girona",2,0,"H",13,4,8,2,77.4545454545455,78,78,76.5,78,75.4285714285714,77.7272727272727,77,78,77.75,77.75,74.8571428571429,2,2
"1109",1109,1957,"2018/2019","2019-04-06 00:00:00","SP2","Spain","La Liga Segunda Division","Granada","Malaga",1,0,"H",11,12,2,3,70.7272727272727,69,71.5,72,69.5,67.4285714285714,73.2727272727273,72,72,74,73.5,71.1428571428571,1,1
"3617",3617,5010,"2018/2019","2018-12-09 00:00:00","B1","Belgium","Jupiler League","Gent","Eupen",2,0,"H",13,9,6,4,73.6363636363636,76,72,74.5,73,71,70,73,70.5,70.25,68.75,67.5714285714286,2,2
"4007",4007,5479,"2018/2019","2018-11-25 00:00:00","SP2","Spain","La Liga Segunda Division","Extremadura UD","Malaga",1,0,"H",11,10,3,4,68,66,70,67.75,67.75,66.1428571428571,73.2727272727273,72,72,74,73.5,71.1428571428571,1,1
"9776",9776,12483,"2017/2018","2017-12-17 00:00:00","P1","Portugal","Liga I","Feirense","Setubal",1,0,"H",3,4,1,2,70.0909090909091,64,68.5,72.25,70.25,67.7142857142857,71.8181818181818,69,72,71.5,72.75,68.7142857142857,1,1
"12049",12049,15172,"2017/2018","2017-09-12 00:00:00","E3","England","League 2","Luton","Port Vale",2,0,"H",9,5,3,3,65.6363636363636,67,67.5,64.75,65.25,62,63.3636363636364,62,64,62.75,64,60.8571428571429,2,2
"4510",4510,6099,"2018/2019","2018-10-28 00:00:00","SP1","Spain","La Liga Primera Division","Alaves","Villarreal",2,1,"H",19,9,6,2,77.2727272727273,80,77.5,77.75,76,75.4285714285714,81,84,82,81,79.75,77.5714285714286,1,3
"19224",19224,23870,"2016/2017","2016-08-07 00:00:00","B1","Belgium","Jupiler League","Lokeren","Westerlo",3,0,"H",NA,NA,NA,NA,69.2727272727273,70,69,70,68.5,67.1428571428571,68.4545454545455,68,70,68.25,68,66.2857142857143,3,3
"11493",11493,14516,"2017/2018","2017-09-30 00:00:00","D1","Germany","Bundesliga 1","Ein Frankfurt","Stuttgart",2,1,"H",10,13,6,5,77.4545454545455,81,74.5,78.25,77.25,74.7142857142857,75.4545454545455,79,76,75.25,74.5,71.1428571428571,1,3
"7572",7572,9782,"2017/2018","2018-03-31 00:00:00","I1","Italy","Serie A","Cagliari","Torino",0,4,"A",9,13,2,6,74.6363636363636,75,75.5,74.25,74.5,71.7142857142857,78.5454545454545,79,81.5,78,77.5,74.4285714285714,-4,4
"10712",10712,13589,"2017/2018","2017-11-05 00:00:00","D2","Germany","Bundesliga 2","Erzgebirge Aue","Bielefeld",1,1,"D",10,19,6,7,67.9090909090909,71,68.5,68,66.75,66.2857142857143,69.5454545454545,68,70.5,69,70,66.5714285714286,0,2
"16576",16576,20663,"2016/2017","2016-12-10 00:00:00","SP1","Spain","La Liga Primera Division","Las Palmas","Leganes",1,1,"D",5,11,1,6,78.3636363636364,77,77.5,80.5,77,74.7142857142857,75.9090909090909,76,74.5,77,75.5,74.2857142857143,0,2
"4878",4878,6531,"2018/2019","2018-10-07 00:00:00","P1","Portugal","Liga I","Benfica","Porto",1,0,"H",10,11,2,1,80.2727272727273,76,82.5,80,80.5,77.5714285714286,81.2727272727273,82,80,82.5,80.5,77.2857142857143,1,1
"10076",10076,12822,"2017/2018","2017-12-09 00:00:00","D2","Germany","Bundesliga 2","Regensburg","Bochum",0,1,"A",23,8,5,5,67.2727272727273,69,68.5,67.25,66.25,64.5714285714286,71.7272727272727,71,73.5,71,71.75,69.1428571428571,-1,1
"3304",3304,4647,"2018/2019","2018-12-23 00:00:00","SP2","Spain","La Liga Segunda Division","Albacete","Rayo Majadahonda",1,0,"H",13,14,1,3,69.9090909090909,69,70.5,68.5,71.25,67.2857142857143,68.6363636363636,66,68,68.25,70,65.8571428571429,1,1
"12362",12362,15575,"2017/2018","2017-08-26 00:00:00","SP1","Spain","La Liga Primera Division","Girona","Malaga",1,0,"H",15,7,4,2,75.0909090909091,77,72.5,75,76,73,76.9090909090909,79,77.5,78,75,75.1428571428571,1,1
"13654",13654,17093,"2016/2017","2017-04-17 00:00:00","I2","Italy","Serie B","Brescia","Benevento",1,0,"H",NA,NA,NA,NA,68.4545454545455,64,68,70,68.25,63.8571428571429,69.3636363636364,72,68,71,67.75,66.2857142857143,1,1
"3571",3571,4958,"2018/2019","2018-12-15 00:00:00","D1","Germany","Bundesliga 1","Stuttgart","Hertha",2,1,"H",9,15,4,3,78.2727272727273,79,80,78,77.5,73.5714285714286,77.6363636363636,83,77,77.25,77,73.5714285714286,1,3
"7498",7498,9693,"2017/2018","2018-04-02 00:00:00","E3","England","League 2","Exeter","Cheltenham",2,1,"H",12,8,3,1,64.1818181818182,63,64,64.5,64.25,60.5714285714286,61.9090909090909,61,62.5,61.75,62,59.8571428571429,1,3
"16050",16050,20023,"2016/2017","2017-01-07 00:00:00","E2","England","League 1","Swindon","Shrewsbury",1,1,"D",13,14,5,4,64.7272727272727,64,66.5,65.25,63.5,60.4285714285714,64.0909090909091,67,62.5,64.25,64,62,0,2
"19258",19258,23905,"2016/2017","2016-08-06 00:00:00","E3","England","League 2","Portsmouth","Carlisle",1,1,"D",23,2,9,1,65.1818181818182,66,64,65.75,65,62.2857142857143,63.6363636363636,61,63.5,65,63,62.2857142857143,0,2
"2778",2778,3996,"2018/2019","2019-01-21 00:00:00","SP1","Spain","La Liga Primera Division","Eibar","Espanol",3,0,"H",16,6,9,0,78.1818181818182,79,79.5,78.25,77.25,75.5714285714286,77.3636363636364,80,77.5,77.75,76.25,75.2857142857143,3,3
"18950",18950,23518,"2016/2017","2016-08-21 00:00:00","T1","Turkey","Futbol Ligi 1","Buyuksehyr","Fenerbahce",1,0,"H",NA,NA,NA,NA,75.7272727272727,79,74.5,76.75,74.5,72.5714285714286,78.6363636363636,77,79.5,78.5,78.75,75.2857142857143,1,1
"12100",12100,15235,"2017/2018","2017-09-10 00:00:00","I1","Italy","Serie A","Inter","Spal",2,0,"H",19,9,7,1,81.5454545454545,87,83.5,82,78.75,77.4285714285714,73.9090909090909,74,77,73.75,72.5,71.4285714285714,2,2
"7477",7477,9665,"2017/2018","2018-04-02 00:00:00","E2","England","League 1","Oldham","Blackpool",2,1,"H",13,10,5,3,65.7272727272727,66,65,66.75,65,63.2857142857143,63.9090909090909,65,63,65,63,61.2857142857143,1,3
"7710",7710,9980,"2017/2018","2018-03-19 00:00:00","E2","England","League 1","Doncaster","Bradford",2,0,"H",10,8,5,1,64.8181818181818,64,65,64.5,65.25,62.2857142857143,66.3636363636364,67,65,66.25,67,62.4285714285714,2,2
"1197",1197,2051,"2018/2019","2019-04-02 00:00:00","I2","Italy","Serie B","Benevento","Carpi",3,1,"H",13,10,3,2,71.4545454545455,72,71.5,70.25,72.5,69.2857142857143,69.6363636363636,71,71.5,70,68,65,2,4
"6616",6616,8629,"2017/2018","2018-05-06 00:00:00","P1","Portugal","Liga I","Estoril","Setubal",2,1,"H",8,14,5,4,70.5454545454545,72,73,68.25,71.25,68.1428571428571,71.8181818181818,69,72,71.5,72.75,68.7142857142857,1,3
"16266",16266,20300,"2016/2017","2016-12-21 00:00:00","I1","Italy","Serie A","Inter","Lazio",3,0,"H",11,10,6,4,82.5454545454545,87,82.5,83.25,80.75,77.7142857142857,80.0909090909091,80,81.5,80,79.5,75.4285714285714,3,3
"13000",13000,16341,"2016/2017","2017-05-19 00:00:00","SP2","Spain","La Liga Segunda Division","Getafe","Elche",2,0,"H",NA,NA,NA,NA,72.7272727272727,73,72,72.75,73,71,70.5454545454545,70,70,71.75,69.75,68.4285714285714,2,2
"8959",8959,11456,"2017/2018","2018-01-28 00:00:00","SP1","Spain","La Liga Primera Division","Barcelona","Alaves",2,1,"H",18,7,12,4,86.4545454545455,85,92.5,85.75,84.5,81.4285714285714,75.9090909090909,77,77,76,75,73.7142857142857,1,3
"15963",15963,19901,"2016/2017","2017-01-14 00:00:00","E1","England","Championship","Sheffield Weds","Huddersfield",2,0,"H",10,10,4,4,72.7272727272727,76,74,72.5,71.5,71.7142857142857,71.1818181818182,69,69.5,72.25,71.5,68.5714285714286,2,2
"1124",1124,1972,"2018/2019","2019-04-06 00:00:00","E1","England","Championship","Preston","Sheffield United",0,1,"A",11,15,3,5,71.5454545454545,70,72,72.75,70.5,69.1428571428571,72,72,71,72.25,72.25,68.8571428571429,-1,1
"12612",12612,15876,"2017/2018","2017-08-15 00:00:00","E1","England","Championship","Derby","Preston",1,0,"H",15,9,5,4,73,74,72,73,73.25,70.2857142857143,69.7272727272727,70,69.5,70.25,69.25,67.5714285714286,1,1
"13168",13168,16509,"2016/2017","2017-05-07 00:00:00","F1","France","Le Championnat","Marseille","Nice",2,1,"H",18,17,7,5,78.3636363636364,74,80,80.25,76.75,73.8571428571429,78.8181818181818,77,80.5,78.5,78.75,74.7142857142857,1,3
"3213",3213,4544,"2018/2019","2018-12-26 00:00:00","E0","England","Premier League","Crystal Palace","Cardiff",0,0,"D",31,9,5,4,77.8181818181818,80,79,77.5,77,74.1428571428571,74,73,72.5,74.75,74.25,71.4285714285714,0,0
"16673",16673,20775,"2016/2017","2016-12-04 00:00:00","I1","Italy","Serie A","Sassuolo","Empoli",3,0,"H",12,14,6,3,77.5454545454545,82,79,76.5,76.75,74.4285714285714,73.9090909090909,76,74.5,73.75,73.25,71.2857142857143,3,3
